Id,Label,Kingdom,Phylum,Class,Order,Family,Genus,FC,PD_sig
g__Pseudomonas,g__Pseudomonas,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,1.36707604745968,No
f__Lachnospiraceae_unclass,f__Lachnospiraceae_unclass,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,0.89308520456154,No
g__Acinetobacter,g__Acinetobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0.690518137478574,No
g__Tyzzerella_4,g__Tyzzerella_4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella_4,1.68615708328485,No
g__Dialister,g__Dialister,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,0.885526908907362,No
g__Phascolarctobacterium,g__Phascolarctobacterium,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,0.656410882754217,No
g__Roseburia,g__Roseburia,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,0.47936722489398,Yes_Decreased
g__Klebsiella,g__Klebsiella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,1.13920512693614,No
g__Ezakiella,g__Ezakiella,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Ezakiella,3.31656054299253,No
g__Proteus,g__Proteus,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Proteus,1.06593458662136,No
g__Ruminococcaceae_UCG-002,g__Ruminococcaceae_UCG-002,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-002,1.47888159427894,No
g__Ruminiclostridium_6,g__Ruminiclostridium_6,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_6,0.764068844555722,No
g__Parasutterella,g__Parasutterella,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Parasutterella,0.828761341565842,No
g__Acidaminococcus,g__Acidaminococcus,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus,1.73971396815567,No
g__UBA1819,g__UBA1819,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,UBA1819,1.94887567750003,No
g__Bilophila,g__Bilophila,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,1.4679324440469,No
g__Christensenellaceae_R-7_group,g__Christensenellaceae_R-7_group,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae_R-7_group,1.40875588648498,No
g__Ruminococcus_1,g__Ruminococcus_1,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus_1,1.0200574454512,No
o__Clostridiales_unclass,o__Clostridiales_unclass,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,2.52946022962264,No
g__Oscillibacter,g__Oscillibacter,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,1.14035210144285,No
g__Fusicatenibacter,g__Fusicatenibacter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Fusicatenibacter,0.563208815023582,Yes_Decreased
g__Anaerostipes,g__Anaerostipes,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,0.685072647815007,No
g__Megasphaera,g__Megasphaera,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,3.76823306340683,No
g__Ruminococcaceae_UCG-005,g__Ruminococcaceae_UCG-005,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-005,1.04706145153354,No
f__Ruminococcaceae_unclass,f__Ruminococcaceae_unclass,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,1.60205057889075,No
g__Erysipelotrichaceae_UCG-003,g__Erysipelotrichaceae_UCG-003,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_UCG-003,0.666576115329947,No
g__Butyrivibrio,g__Butyrivibrio,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,0.840909042299903,No
g__Lachnoclostridium,g__Lachnoclostridium,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,0.654903248107727,No
g__Flavonifractor,g__Flavonifractor,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,0.917700943217785,No
g__Lachnospiraceae_NK4A136_group,g__Lachnospiraceae_NK4A136_group,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,0.785822834297003,No
g__Streptococcus,g__Streptococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,1.72232040050705,No
g__Dorea,g__Dorea,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,0.828710935595272,No
g__Prevotella,g__Prevotella,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,2.55595472205577,Yes_Increased
g__Tyzzerella,g__Tyzzerella,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,1.46974273097436,No
g__Lachnospira,g__Lachnospira,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,0.801828316446761,Yes_Decreased
g__Ruminococcaceae_UCG-003,g__Ruminococcaceae_UCG-003,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-003,0.691226311410353,No
g__Hungatella,g__Hungatella,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hungatella,8.13571268289531,No
g__Delftia,g__Delftia,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Delftia,4.37102389315678,No
g__Morganella,g__Morganella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Morganella,3.08006816258744,No
g__Ruminococcaceae_NK4A214_group,g__Ruminococcaceae_NK4A214_group,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_NK4A214_group,1.1864144274259,No
g__Prevotella_6,g__Prevotella_6,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_6,4.08834792920082,No
g__Odoribacter,g__Odoribacter,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,0.994770998339131,No
g__Sutterella,g__Sutterella,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Sutterella,0.824159178013956,No
g__Prevotellaceae_NK3B31_group,g__Prevotellaceae_NK3B31_group,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_NK3B31_group,0.789326198896711,No
g__Romboutsia,g__Romboutsia,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,1.26390994791518,No
g__Intestinibacter,g__Intestinibacter,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Intestinibacter,1.14685337171449,No
g__Barnesiella,g__Barnesiella,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,1.11771196289344,No
o__Rhodospirillales_unclass,o__Rhodospirillales_unclass,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,0.807453474919972,No
g__Corynebacterium_1,g__Corynebacterium_1,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1,1.96470560758491,Yes_Increased
g__CAG-352,g__CAG-352,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,CAG-352,1.7444681298875,No
g__Ruminiclostridium_9,g__Ruminiclostridium_9,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_9,1.0772701734613,No
g__Coprobacillus,g__Coprobacillus,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Coprobacillus,12.7221997796057,No
g__Prevotella_7,g__Prevotella_7,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,0.351105817372403,No
g__Flavobacterium,g__Flavobacterium,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,158.03309678498,No
g__Ruminiclostridium_5,g__Ruminiclostridium_5,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_5,1.6044789883017,No
g__Clostridium_sensu_stricto_1,g__Clostridium_sensu_stricto_1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1,0.771970491074661,No
g__Coprococcus_3,g__Coprococcus_3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus_3,0.643576965975426,No
g__Eisenbergiella,g__Eisenbergiella,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,1.42244042815943,No
g__Ruminococcaceae_UCG-014,g__Ruminococcaceae_UCG-014,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-014,0.94259332810942,No
g__Paraprevotella,g__Paraprevotella,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,0.897883707897838,No
g__Negativibacillus,g__Negativibacillus,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Negativibacillus,1.09737615313206,No
g__Ruminococcaceae_UCG-013,g__Ruminococcaceae_UCG-013,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-013,0.945032222168949,No
g__Finegoldia,g__Finegoldia,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Finegoldia,1.44964935799989,No
g__Butyricicoccus,g__Butyricicoccus,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus,0.657960438775742,Yes_Decreased
g__Rikenellaceae_RC9_gut_group,g__Rikenellaceae_RC9_gut_group,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,12.5882914573904,No
c__Clostridia_unclass,c__Clostridia_unclass,Bacteria,Firmicutes,Clostridia,NA,NA,NA,4.10562299255796,No
g__Lachnospiraceae_ND3007_group,g__Lachnospiraceae_ND3007_group,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_ND3007_group,0.37099537266119,Yes_Decreased
o__Mollicutes_RF39_unclass,o__Mollicutes_RF39_unclass,Bacteria,Tenericutes,Mollicutes,Mollicutes_RF39,NA,NA,0.987157144465459,No
f__Burkholderiaceae_unclass,f__Burkholderiaceae_unclass,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,0.373049312741881,No
g__Alloprevotella,g__Alloprevotella,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,0.107237895004075,No
g__Holdemanella,g__Holdemanella,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,1.95635970298761,No
g__Peptoniphilus,g__Peptoniphilus,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus,2.57836810566809,No
g__Collinsella,g__Collinsella,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,1.10214264475473,No
g__Catenibacterium,g__Catenibacterium,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium,2.01911196432382,No
g__Coprococcus_2,g__Coprococcus_2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus_2,1.3620102190578,No
g__Haemophilus,g__Haemophilus,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,0.168839236778919,No
f__Clostridiales_vadinBB60_group_unclass,f__Clostridiales_vadinBB60_group_unclass,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_vadinBB60_group,NA,1.38138079866403,No
o__Izimaplasmatales_unclass,o__Izimaplasmatales_unclass,Bacteria,Tenericutes,Mollicutes,Izimaplasmatales,NA,NA,1.66670357588205,No
g__Porphyromonas,g__Porphyromonas,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,4.19886180284519,Yes_Increased
g__Faecalitalea,g__Faecalitalea,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea,3.7861616401661,No
g__Fusobacterium,g__Fusobacterium,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,2.30150771301436,No
g__Succinivibrio,g__Succinivibrio,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,12.9373313309842,No
g__Brevundimonas,g__Brevundimonas,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,21.0347313824878,No
g__Enterococcus,g__Enterococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,1.44970588500116,No
g__Coprococcus_1,g__Coprococcus_1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus_1,1.18918203499697,No
g__Butyricimonas,g__Butyricimonas,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,1.27804987477133,No
g__Turicibacter,g__Turicibacter,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,1.44243373245778,No
g__Methanobrevibacter,g__Methanobrevibacter,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,1.36608394039031,No
g__Desulfovibrio,g__Desulfovibrio,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,1.16420273579934,No
g__Megamonas,g__Megamonas,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megamonas,2.81507285759885,No
f__Erysipelotrichaceae_unclass,f__Erysipelotrichaceae_unclass,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA,1.9379490036315,No
g__Providencia,g__Providencia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,0.389135849185039,No
f__Muribaculaceae_unclass,f__Muribaculaceae_unclass,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,NA,0.428602242654357,No
g__Stenotrophomonas,g__Stenotrophomonas,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,1.51413353847972,No
g__Anaerococcus,g__Anaerococcus,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus,3.31266271521925,No
g__Erysipelatoclostridium,g__Erysipelatoclostridium,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,0.661153153681219,No
g__Chryseobacterium,g__Chryseobacterium,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,1.99905188336424,No
o__Gastranaerophilales_unclass,o__Gastranaerophilales_unclass,Bacteria,Cyanobacteria,Melainabacteria,Gastranaerophilales,NA,NA,0.960662313019802,No
g__Erysipelotrichaceae_UCG-004,g__Erysipelotrichaceae_UCG-004,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_UCG-004,9.33476408523809,No
g__Prevotella_2,g__Prevotella_2,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_2,1.50933230376335,No
g__Intestinimonas,g__Intestinimonas,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas,0.859303540065228,No
g__Lachnospiraceae_UCG-001,g__Lachnospiraceae_UCG-001,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_UCG-001,0.81156545623245,No
g__Varibaculum,g__Varibaculum,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Varibaculum,4.9543123883014,No
g__Family_XIII_AD3011_group,g__Family_XIII_AD3011_group,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group,1.1307058839045,No
g__Ruminococcaceae_UCG-004,g__Ruminococcaceae_UCG-004,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-004,1.75590056675428,No
g__Lactobacillus,g__Lactobacillus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,6.60970778247504,Yes_Increased
g__Campylobacter,g__Campylobacter,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,3.81141273414785,No
g__CAG-56,g__CAG-56,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,CAG-56,0.568949010519185,No
g__Cloacibacillus,g__Cloacibacillus,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,13.0313329556486,No
g__Variovorax,g__Variovorax,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Variovorax,Inf,No
k__Bacteria_unclass,k__Bacteria_unclass,Bacteria,NA,NA,NA,NA,NA,0.836070334772635,No
g__Lachnospiraceae_UCG-003,g__Lachnospiraceae_UCG-003,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_UCG-003,0.317036854600108,No
g__Lachnospiraceae_UCG-004,g__Lachnospiraceae_UCG-004,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_UCG-004,0.480253771027982,Yes_Decreased
g__Aeromonas,g__Aeromonas,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,2.75155504609359,No
f__Veillonellaceae_unclass,f__Veillonellaceae_unclass,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,NA,0.924319811206372,No
g__Veillonella,g__Veillonella,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,1.9500002856895,No
f__Succinivibrionaceae_unclass,f__Succinivibrionaceae_unclass,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,NA,0.574592713603102,No
g__Lachnospiraceae_UCG-010,g__Lachnospiraceae_UCG-010,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_UCG-010,0.636205088691585,No
g__Alcaligenes,g__Alcaligenes,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Alcaligenes,0,No
g__Coprobacter,g__Coprobacter,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Coprobacter,0.513402867076516,No
f__Planococcaceae_unclass,f__Planococcaceae_unclass,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA,7.61232397704454,No
f__Corynebacteriaceae_unclass,f__Corynebacteriaceae_unclass,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,NA,6.3111751107187,No
g__Candidatus_Stoquefichus,g__Candidatus_Stoquefichus,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Candidatus_Stoquefichus,0.848147962321688,No
g__Dielma,g__Dielma,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Dielma,3.96914617667087,No
g__Anaerotruncus,g__Anaerotruncus,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,2.85634395835578,No
g__Oscillospira,g__Oscillospira,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,0.647817058882458,Yes_Decreased
g__Ruminiclostridium_1,g__Ruminiclostridium_1,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_1,3.06736446143952,No
unclassified,unclassified,NA,NA,NA,NA,NA,NA,0.490097275756259,No
g__Dysgonomonas,g__Dysgonomonas,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Inf,No
g__Holdemania,g__Holdemania,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania,0.93716683555437,No
g__Terrisporobacter,g__Terrisporobacter,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,0.927016144371928,No
f__Family_XIII_unclass,f__Family_XIII_unclass,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,NA,2.76776700733972,No
g__Sphingobacterium,g__Sphingobacterium,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,1.44542088137322,No
c__Bacteroidia_unclass,c__Bacteroidia_unclass,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA,2.88666209553392,No
g__Oligella,g__Oligella,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Oligella,Inf,No
g__Anaeroplasma,g__Anaeroplasma,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Anaeroplasma,0.00870458427223767,No
o__Bacteroidales_unclass,o__Bacteroidales_unclass,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,1.48049961879436,No
g__Sellimonas,g__Sellimonas,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Sellimonas,5.46959564997107,No
g__Victivallis,g__Victivallis,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallis,4.62601282453478,No
f__Xanthomonadaceae_unclass,f__Xanthomonadaceae_unclass,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA,Inf,No
g__Murdochiella,g__Murdochiella,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Murdochiella,2.11614890446699,No
g__Acidovorax,g__Acidovorax,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,0.464444463119035,No
f__Coriobacteriales_Incertae_Sedis_unclass,f__Coriobacteriales_Incertae_Sedis_unclass,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriales_Incertae_Sedis,NA,1.5436949807322,No
g__Cloacibacterium,g__Cloacibacterium,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium,0.6678286647138,No
g__Achromobacter,g__Achromobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Achromobacter,2.49914283102474,No
f__Crocinitomicaceae_unclass,f__Crocinitomicaceae_unclass,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,NA,0,No
g__DTU089,g__DTU089,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,DTU089,0.752990348954693,No
g__Lachnospiraceae_NK4B4_group,g__Lachnospiraceae_NK4B4_group,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4B4_group,0.101149084538569,No
g__Ruminococcaceae_UCG-010,g__Ruminococcaceae_UCG-010,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-010,1.31859046970019,No
o__Bacillales_unclass,o__Bacillales_unclass,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA,2.24196184993609,No
g__Pediococcus,g__Pediococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,22.7762025105942,No
g__Hydrogenoanaerobacterium,g__Hydrogenoanaerobacterium,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Hydrogenoanaerobacterium,3.08472548077628,No
g__Comamonas,g__Comamonas,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Comamonas,14.4996984140337,No
g__S5-A14a,g__S5-A14a,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,S5-A14a,4.11388122237035,No
g__CAG-873,g__CAG-873,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-873,35.7036721130119,No
f__Barnesiellaceae_unclass,f__Barnesiellaceae_unclass,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,NA,2.35779327765915,No
g__GCA-900066225,g__GCA-900066225,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,GCA-900066225,0.64989016581936,No
g__Eggerthella,g__Eggerthella,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Eggerthella,0.796095840310763,No
