Id,Label,Kingdom,Phylum,Class,Order,Family,Genus,FC,PD_sig
g__Pseudoxanthomonas,g__Pseudoxanthomonas,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,2.43210507291768,No
g__Marvinbryantia,g__Marvinbryantia,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,Inf,No
f__Rhizobiaceae_unclass,f__Rhizobiaceae_unclass,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,11.3277603932813,No
g__Ottowia,g__Ottowia,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ottowia,0.989654146421629,No
g__GCA-900066575,g__GCA-900066575,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,GCA-900066575,0.942108452408722,No
g__Mobiluncus,g__Mobiluncus,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Mobiluncus,13.1554487147901,No
f__Prevotellaceae_unclass,f__Prevotellaceae_unclass,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,NA,0.789989731848797,No
g__Paenibacillus,g__Paenibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,2.79160726968884,No
f__Peptococcaceae_unclass,f__Peptococcaceae_unclass,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,NA,0.883049308989639,No
g__Lactococcus,g__Lactococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,2.21164687284251,No
p__Firmicutes_unclass,p__Firmicutes_unclass,Bacteria,Firmicutes,NA,NA,NA,NA,2.08752350107986,No
g__Candidatus_Odyssella,g__Candidatus_Odyssella,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Odyssella,Inf,No
g__Tyzzerella_3,g__Tyzzerella_3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella_3,0.76024337831453,No
f__Eggerthellaceae_unclass,f__Eggerthellaceae_unclass,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,NA,1.12959996519041,No
g__Brevibacillus,g__Brevibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Inf,No
g__Lawsonella,g__Lawsonella,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella,6.8323794904242,No
g__Angelakisella,g__Angelakisella,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Angelakisella,0.816639357630384,No
f__Sphingobacteriaceae_unclass,f__Sphingobacteriaceae_unclass,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,NA,Inf,No
g__Yersinia,g__Yersinia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,1.13121791974029,No
g__Arcobacter,g__Arcobacter,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,1.49370068180705,No
g__Lysinibacillus,g__Lysinibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,Inf,No
g__Sneathia,g__Sneathia,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,4.73258725874867,No
g__Mogibacterium,g__Mogibacterium,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Mogibacterium,5.81978738023666,No
g__Allisonella,g__Allisonella,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Allisonella,2.0052243015757,No
f__Bacillaceae_unclass,f__Bacillaceae_unclass,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA,2.08887683860269,No
g__Peptococcus,g__Peptococcus,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,2.4735803840624,No
g__Nocardiopsis,g__Nocardiopsis,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,0,No
g__Catenisphaera,g__Catenisphaera,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Catenisphaera,0.391248151121666,No
g__Oxalobacter,g__Oxalobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Oxalobacter,0.861452188266757,No
g__Fastidiosipila,g__Fastidiosipila,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,2.46109742192132,No
g__Staphylococcus,g__Staphylococcus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,3.14853542202811,No
f__vadinBE97_unclass,f__vadinBE97_unclass,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,vadinBE97,NA,0.883052243445069,No
g__Gallicola,g__Gallicola,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Gallicola,2.727088072262,No
g__Prevotellaceae_UCG-001,g__Prevotellaceae_UCG-001,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,0.0420651682234797,No
g__UC5-1-2E3,g__UC5-1-2E3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,UC5-1-2E3,0.737060925427058,No
f__Christensenellaceae_unclass,f__Christensenellaceae_unclass,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,NA,2.75116612104303,No
g__W5053,g__W5053,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,W5053,4.1934128404696,No
g__Pseudoglutamicibacter,g__Pseudoglutamicibacter,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Pseudoglutamicibacter,1.59245914455657,No
g__Sphingobium,g__Sphingobium,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,2.59287333111401,No
f__Lactobacillaceae_unclass,f__Lactobacillaceae_unclass,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,NA,Inf,No
g__Shuttleworthia,g__Shuttleworthia,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,0.755284612043142,No
g__Hafnia-Obesumbacterium,g__Hafnia-Obesumbacterium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Hafnia-Obesumbacterium,0,No
g__Fournierella,g__Fournierella,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fournierella,0.73928517950848,No
g__Sphingopyxis,g__Sphingopyxis,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,5.09581256209022,No
f__Rhodocyclaceae_unclass,f__Rhodocyclaceae_unclass,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,NA,0.754377096453544,No
f__Methanomethylophilaceae_unclass,f__Methanomethylophilaceae_unclass,Archaea,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,NA,2.36504672353514,No
g__Methylophilus,g__Methylophilus,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylophilus,Inf,No
g__Rummeliibacillus,g__Rummeliibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,Inf,No
f__Desulfovibrionaceae_unclass,f__Desulfovibrionaceae_unclass,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,NA,1.77435857483657,No
g__Herminiimonas,g__Herminiimonas,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Herminiimonas,Inf,No
g__Streptomyces,g__Streptomyces,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,0.233387410345198,No
g__Phocea,g__Phocea,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Phocea,0.76180168814838,No
g__Howardella,g__Howardella,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Howardella,1.69217876031279,No
f__Pseudomonadaceae_unclass,f__Pseudomonadaceae_unclass,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA,2.31408344188901,No
g__Brevibacterium,g__Brevibacterium,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,0.89716841551935,No
g__Family_XIII_UCG-001,g__Family_XIII_UCG-001,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_UCG-001,0.515125370898715,No
g__Pedobacter,g__Pedobacter,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Inf,No
g__Merdibacter,g__Merdibacter,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Merdibacter,1.29914450005,No
g__Synergistes,g__Synergistes,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Synergistes,0.686895705962195,No
g__Methanomassiliicoccus,g__Methanomassiliicoccus,Archaea,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus,9.33867638938084,No
o__DTU014_unclass,o__DTU014_unclass,Bacteria,Firmicutes,Clostridia,DTU014,NA,NA,1.75737010516291,No
g__Anaerosporobacter,g__Anaerosporobacter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerosporobacter,0.329745840640193,No
g__Massilia,g__Massilia,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,0.697383225637427,No
g__Actinomyces,g__Actinomyces,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,2.48542096092026,No
g__Faecalicoccus,g__Faecalicoccus,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalicoccus,13.7535540238763,No
g__Caproiciproducens,g__Caproiciproducens,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Caproiciproducens,2.21274367565353,No
g__Pseudochrobactrum,g__Pseudochrobactrum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudochrobactrum,0.249393023375331,No
g__Anaerofilum,g__Anaerofilum,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerofilum,11.9301099072753,No
g__Eubacterium,g__Eubacterium,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,1.13038118933436,No
g__Negativicoccus,g__Negativicoccus,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Negativicoccus,5.99841933284235,No
g__Alloscardovia,g__Alloscardovia,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,3.92553964886902,No
g__Nubsella,g__Nubsella,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Nubsella,0.361375496507451,No
g__Adlercreutzia,g__Adlercreutzia,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Adlercreutzia,2.01395924575212,No
g__Weissella,g__Weissella,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,0.207289638890725,No
g__Ruminococcaceae_UCG-009,g__Ruminococcaceae_UCG-009,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-009,1.51723502147951,No
g__Clostridium_sensu_stricto_13,g__Clostridium_sensu_stricto_13,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_13,Inf,No
g__Cellulosilyticum,g__Cellulosilyticum,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,Inf,No
g__Millionella,g__Millionella,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Millionella,13.6984988330814,No
g__Gardnerella,g__Gardnerella,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,2.1662445491973,No
g__Methanosphaera,g__Methanosphaera,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,2.90155098820028,No
g__Caulobacter,g__Caulobacter,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Inf,No
g__Solobacterium,g__Solobacterium,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,0.684019527441272,No
g__Senegalimassilia,g__Senegalimassilia,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Senegalimassilia,0.99382937426024,No
g__Moryella,g__Moryella,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Moryella,0.721549471720203,No
g__Atopobium,g__Atopobium,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,2.62697600938164,No
g__Altererythrobacter,g__Altererythrobacter,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,Inf,No
g__Ruminococcaceae_UCG-011,g__Ruminococcaceae_UCG-011,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-011,1.81202985096127,No
g__Sarcina,g__Sarcina,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Sarcina,Inf,No
g__Mitsuokella,g__Mitsuokella,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Mitsuokella,Inf,No
g__Mailhella,g__Mailhella,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Mailhella,2.08298311220471,No
g__Anaeroglobus,g__Anaeroglobus,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Anaeroglobus,Inf,No
g__Slackia,g__Slackia,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Slackia,1.98504870868589,No
g__Cetobacterium,g__Cetobacterium,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,Inf,No
g__Glutamicibacter,g__Glutamicibacter,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Glutamicibacter,0.497816515643065,No
o__Victivallales_unclass,o__Victivallales_unclass,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,NA,NA,3.23618933356862,No
g__Sanguibacteroides,g__Sanguibacteroides,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Sanguibacteroides,Inf,No
g__Gordonibacter,g__Gordonibacter,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Gordonibacter,10.3330086410723,No
g__Oribacterium,g__Oribacterium,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,Inf,No
g__Bdellovibrio,g__Bdellovibrio,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Inf,No
g__Lachnospiraceae_FCS020_group,g__Lachnospiraceae_FCS020_group,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_FCS020_group,0.786998994080086,No
g__Pyramidobacter,g__Pyramidobacter,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Pyramidobacter,3.52114490688171,No
g__Nosocomiicoccus,g__Nosocomiicoccus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Nosocomiicoccus,Inf,No
g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Inf,No
g__Parvimonas,g__Parvimonas,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Parvimonas,2.22001532204963,No
g__Cupriavidus,g__Cupriavidus,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Cupriavidus,0.41725476887533,No
g__Peredibacter,g__Peredibacter,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,Inf,No
g__Ruminococcaceae_UCG-008,g__Ruminococcaceae_UCG-008,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-008,0.992301496052161,No
g__Jonquetella,g__Jonquetella,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Jonquetella,Inf,No
g__Prevotellaceae_UCG-003,g__Prevotellaceae_UCG-003,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,Inf,No
f__Rikenellaceae_unclass,f__Rikenellaceae_unclass,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,NA,23.5283849806643,No
g__Actinotignum,g__Actinotignum,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinotignum,Inf,No
o__Coriobacteriales_unclass,o__Coriobacteriales_unclass,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,NA,NA,4.14430839564743,No
g__Ochrobactrum,g__Ochrobactrum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,Inf,No
g__Facklamia,g__Facklamia,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,Inf,No
g__Nevskia,g__Nevskia,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Nevskia,Inf,No
g__Defluviitaleaceae_UCG-011,g__Defluviitaleaceae_UCG-011,Bacteria,Firmicutes,Clostridia,Clostridiales,Defluviitaleaceae,Defluviitaleaceae_UCG-011,0.502142405635894,No
g__Simplicispira,g__Simplicispira,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Simplicispira,Inf,No
f__Victivallaceae_unclass,f__Victivallaceae_unclass,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,NA,7.61802169256251,No
g__Peptostreptococcus,g__Peptostreptococcus,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,0.404625828388547,No
g__Enterorhabdus,g__Enterorhabdus,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Enterorhabdus,1.48837682995231,No
g__Rikenella,g__Rikenella,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Inf,No
g__Rothia,g__Rothia,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,1.19752908788451,No
c__Gammaproteobacteria_unclass,c__Gammaproteobacteria_unclass,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,0.76885531754642,No
f__Aerococcaceae_unclass,f__Aerococcaceae_unclass,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,NA,0.53647784401368,No
f__Peptostreptococcaceae_unclass,f__Peptostreptococcaceae_unclass,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,NA,3.41077475978566,No
g__Allobaculum,g__Allobaculum,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,Inf,No
g__Xylophilus,g__Xylophilus,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Xylophilus,3.20819119481604,No
f__Caulobacteraceae_unclass,f__Caulobacteraceae_unclass,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,Inf,No
c__Mollicutes_unclass,c__Mollicutes_unclass,Bacteria,Tenericutes,Mollicutes,NA,NA,NA,0.255231674189401,No
g__Z20,g__Z20,Bacteria,Lentisphaerae,Oligosphaeria,Oligosphaerales,Oligosphaeraceae,Z20,Inf,No
g__Pseudoclavibacter,g__Pseudoclavibacter,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Pseudoclavibacter,0.409924073779302,No
g__Peptoclostridium,g__Peptoclostridium,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,0,No
g__Herbinix,g__Herbinix,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Herbinix,Inf,No
g__Corynebacterium,g__Corynebacterium,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,1.94808470617055,No
g__Elizabethkingia,g__Elizabethkingia,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,0,No
g__Helcococcus,g__Helcococcus,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Helcococcus,7.34316098344367,No
f__Actinomycetaceae_unclass,f__Actinomycetaceae_unclass,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,NA,0.201247222519268,No
g__Prevotellaceae_Ga6A1_group,g__Prevotellaceae_Ga6A1_group,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_Ga6A1_group,0,No
g__Methyloversatilis,g__Methyloversatilis,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Methyloversatilis,Inf,No
g__Hydrogenispora,g__Hydrogenispora,Bacteria,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Hydrogenispora,Inf,No
o__Chloroplast_unclass,o__Chloroplast_unclass,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,0.569182895021267,No
g__Novosphingobium,g__Novosphingobium,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,0.415254517329215,No
g__Verticia,g__Verticia,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Verticia,Inf,No
g__Brachyspira,g__Brachyspira,Bacteria,Spirochaetes,Brachyspirae,Brachyspirales,Brachyspiraceae,Brachyspira,18.3354404658965,No
g__Aquabacterium,g__Aquabacterium,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium,1.08642677052793,No
g__Olsenella,g__Olsenella,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Inf,No
g__CHKCI002,g__CHKCI002,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,CHKCI002,0,No
g__Bradyrhizobium,g__Bradyrhizobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,0,No
g__Anaerovibrio,g__Anaerovibrio,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Anaerovibrio,0.407786665254867,No
g__Bordetella,g__Bordetella,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Bordetella,Inf,No
g__Robinsoniella,g__Robinsoniella,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Robinsoniella,Inf,No
g__Gemella,g__Gemella,Bacteria,Firmicutes,Bacilli,Bacillales,Family_XI,Gemella,Inf,No
g__Elusimicrobium,g__Elusimicrobium,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,Inf,No
f__Micrococcaceae_unclass,f__Micrococcaceae_unclass,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,NA,Inf,No
f__Microbacteriaceae_unclass,f__Microbacteriaceae_unclass,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,NA,Inf,No
g__Paenalcaligenes,g__Paenalcaligenes,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Paenalcaligenes,0,No
g__Arcanobacterium,g__Arcanobacterium,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Arcanobacterium,1.8753927307072,No
g__Brucella,g__Brucella,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,0.362798364988665,No
f__env.OPS_17_unclass,f__env.OPS_17_unclass,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,NA,0,No
g__Nesterenkonia,g__Nesterenkonia,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia,Inf,No
g__GCA-900066755,g__GCA-900066755,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,GCA-900066755,Inf,No
g__Paracoccus,g__Paracoccus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Inf,No
o__JTB23_unclass,o__JTB23_unclass,Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,NA,NA,Inf,No
g__Pseudocitrobacter,g__Pseudocitrobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pseudocitrobacter,0,No
g__Anaerovorax,g__Anaerovorax,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Anaerovorax,Inf,No
o__WCHB1-41_unclass,o__WCHB1-41_unclass,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,NA,NA,Inf,No
g__Sphingomonas,g__Sphingomonas,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Inf,No
f__Acidaminococcaceae_unclass,f__Acidaminococcaceae_unclass,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,NA,2.94456640532017,No
g__Leuconostoc,g__Leuconostoc,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,0,No
g__Nocardioides,g__Nocardioides,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,0,No
g__Dyadobacter,g__Dyadobacter,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,Inf,No
f__Rhodothermaceae_unclass,f__Rhodothermaceae_unclass,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,Inf,No
g__Amnibacterium,g__Amnibacterium,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Amnibacterium,Inf,No
f__Clostridiaceae_1_unclass,f__Clostridiaceae_1_unclass,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,NA,Inf,No
g__Granulicatella,g__Granulicatella,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,1.65532799021723,No
g__Ruminiclostridium,g__Ruminiclostridium,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,0,No
g__Pelomonas,g__Pelomonas,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pelomonas,0,No
g__Enhydrobacter,g__Enhydrobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,0.319688165031778,No
